"colour_image_dir","box_image_dir","label_text","turn_left","move_forward","turn_right","stop","xmin","ymin","xmax","ymax"
"cv2_colour_104.png","cv2_single_104.png","Turning right","0","0","1","0","135","97","199","252"
"cv2_colour_105.png","cv2_single_105.png","Turning right","0","0","1","0","153","102","209","254"
"cv2_colour_106.png","cv2_single_106.png","Turning right","0","0","1","0","162","98","210","254"
"cv2_colour_107.png","cv2_single_107.png","Turning right","0","0","1","0","159","97","194","219"
"cv2_colour_108.png","cv2_single_108.png","Moving forward","0","1","0","0","125","91","180","253"
"cv2_colour_109.png","cv2_single_109.png","Moving forward","0","1","0","0","118","97","169","254"
"cv2_colour_110.png","cv2_single_110.png","Turning right","0","0","1","0","156","81","210","252"
"cv2_colour_111.png","cv2_single_111.png","Turning right","0","0","1","0","161","33","244","253"
"cv2_colour_112.png","cv2_single_112.png","Not moving","0","0","0","1","52","3","203","254"
"cv2_colour_113.png","cv2_single_113.png","Turning left","1","0","0","0","13","3","142","252"
"cv2_colour_114.png","cv2_single_114.png","Turning left","1","0","0","0","6","0","130","254"
"cv2_colour_115.png","cv2_single_115.png","Turning left","1","0","0","0","0","31","75","254"
"cv2_colour_116.png","cv2_single_116.png","Turning left","1","0","0","0","12","70","60","253"
"cv2_colour_117.png","cv2_single_117.png","Moving forward","0","1","0","0","91","86","146","253"
"cv2_colour_118.png","cv2_single_118.png","Moving forward","0","1","0","0","109","105","154","251"
"cv2_colour_119.png","cv2_single_119.png","Moving forward","0","1","0","0","102","118","135","239"
"cv2_colour_120.png","cv2_single_120.png","Moving forward","0","1","0","0","114","119","149","230"
"cv2_colour_121.png","cv2_single_121.png","Moving forward","0","1","0","0","113","116","147","236"
"cv2_colour_122.png","cv2_single_122.png","Moving forward","0","1","0","0","94","103","130","249"
"cv2_colour_123.png","cv2_single_123.png","Moving forward","0","1","0","0","139","94","179","253"
"cv2_colour_124.png","cv2_single_124.png","Turning right","0","0","1","0","188","90","228","250"
"cv2_colour_125.png","cv2_single_125.png","Moving forward","0","1","0","0","132","83","178","254"
"cv2_colour_126.png","cv2_single_126.png","Turning left","1","0","0","0","50","66","110","253"
"cv2_colour_127.png","cv2_single_127.png","Turning left","1","0","0","0","38","45","107","254"
"cv2_colour_128.png","cv2_single_128.png","Turning right","0","0","1","0","121","18","208","254"
"cv2_colour_129.png","cv2_single_129.png","Turning right","0","0","1","0","144","24","229","254"
"cv2_colour_130.png","cv2_single_130.png","Moving forward","0","1","0","0","112","30","196","254"
"cv2_colour_131.png","cv2_single_131.png","Moving forward","0","1","0","0","86","61","153","254"
"cv2_colour_132.png","cv2_single_132.png","Moving forward","0","1","0","0","87","87","141","254"
"cv2_colour_133.png","cv2_single_133.png","Moving forward","0","1","0","0","101","89","146","253"
"cv2_colour_134.png","cv2_single_134.png","Moving forward","0","1","0","0","85","75","152","253"
"cv2_colour_135.png","cv2_single_135.png","Moving forward","0","1","0","0","70","35","138","252"
"cv2_colour_136.png","cv2_single_136.png","Moving forward","0","1","0","0","93","9","223","253"
"cv2_colour_137.png","cv2_single_137.png","Not moving","0","0","0","1","17","0","172","253"
"cv2_colour_138.png","cv2_single_138.png","Not moving","0","0","0","1","13","0","185","254"
"cv2_colour_139.png","cv2_single_139.png","Not moving","0","0","0","1","60","0","252","254"
"cv2_colour_140.png","cv2_single_140.png","Not moving","0","0","0","1","56","0","208","254"
"cv2_colour_141.png","cv2_single_141.png","Not moving","0","0","0","1","10","0","191","254"
"cv2_colour_142.png","cv2_single_142.png","Not moving","0","0","0","1","31","0","161","254"
"cv2_colour_143.png","cv2_single_143.png","Not moving","0","0","0","1","4","0","220","254"
"cv2_colour_144.png","cv2_single_144.png","Not moving","0","0","0","1","6","0","253","254"
"cv2_colour_145.png","cv2_single_145.png","Turning right","0","0","1","0","180","91","255","254"
"cv2_colour_146.png","cv2_single_146.png","Turning right","0","0","1","0","172","110","227","253"
"cv2_colour_147.png","cv2_single_147.png","Turning right","0","0","1","0","204","65","253","252"
"cv2_colour_148.png","cv2_single_148.png","Turning right","0","0","1","0","148","71","205","253"
"cv2_colour_149.png","cv2_single_149.png","Turning left","1","0","0","0","47","57","122","254"
"cv2_colour_150.png","cv2_single_150.png","Turning left","1","0","0","0","0","13","68","254"
"cv2_colour_151.png","cv2_single_151.png","Turning left","1","0","0","0","20","53","92","254"
"cv2_colour_152.png","cv2_single_152.png","Moving forward","0","1","0","0","72","93","136","252"
"cv2_colour_153.png","cv2_single_153.png","Turning left","1","0","0","0","46","123","100","253"
"cv2_colour_154.png","cv2_single_154.png","Turning left","1","0","0","0","60","138","93","253"
"cv2_colour_155.png","cv2_single_155.png","Moving forward","0","1","0","0","87","139","119","254"
"cv2_colour_156.png","cv2_single_156.png","Moving forward","0","1","0","0","129","143","162","254"
"cv2_colour_157.png","cv2_single_157.png","Turning right","0","0","1","0","144","138","185","253"
"cv2_colour_158.png","cv2_single_158.png","Turning right","0","0","1","0","169","119","222","253"
"cv2_colour_159.png","cv2_single_159.png","Turning right","0","0","1","0","190","80","252","253"
"cv2_colour_160.png","cv2_single_160.png","Turning right","0","0","1","0","171","16","254","254"
"cv2_colour_161.png","cv2_single_161.png","Turning right","0","0","1","0","183","1","253","252"
"cv2_colour_162.png","cv2_single_162.png","Turning right","0","0","1","0","172","0","254","253"
"cv2_colour_163.png","cv2_single_163.png","Turning right","0","0","1","0","171","29","234","251"
"cv2_colour_164.png","cv2_single_164.png","Turning right","0","0","1","0","139","63","185","254"
"cv2_colour_165.png","cv2_single_165.png","Moving forward","0","1","0","0","112","77","147","239"
"cv2_colour_166.png","cv2_single_166.png","Moving forward","0","1","0","0","89","65","133","229"
"cv2_colour_167.png","cv2_single_167.png","Moving forward","0","1","0","0","117","38","178","252"
"cv2_colour_168.png","cv2_single_168.png","Turning right","0","0","1","0","136","2","235","254"
"cv2_colour_169.png","cv2_single_169.png","Not moving","0","0","0","1","98","0","245","254"
"cv2_colour_170.png","cv2_single_170.png","Not moving","0","0","0","1","74","0","220","253"
"cv2_colour_171.png","cv2_single_171.png","Turning right","0","0","1","0","131","0","250","253"
"cv2_colour_172.png","cv2_single_172.png","Turning right","0","0","1","0","171","0","252","254"
"cv2_colour_173.png","cv2_single_173.png","Turning right","0","0","1","0","179","1","253","253"
"cv2_colour_174.png","cv2_single_174.png","Turning right","0","0","1","0","111","1","211","251"
"cv2_colour_175.png","cv2_single_175.png","Turning left","1","0","0","0","2","0","78","233"
"cv2_colour_176.png","cv2_single_176.png","Turning left","1","0","0","0","2","0","91","229"
"cv2_colour_177.png","cv2_single_177.png","Turning left","1","0","0","0","32","1","108","227"
"cv2_colour_178.png","cv2_single_178.png","Turning left","1","0","0","0","56","33","122","226"
"cv2_colour_179.png","cv2_single_179.png","Turning left","1","0","0","0","54","53","100","224"
"cv2_colour_180.png","cv2_single_180.png","Turning left","1","0","0","0","40","69","80","225"
"cv2_colour_181.png","cv2_single_181.png","Turning left","1","0","0","0","52","80","89","223"
"cv2_colour_182.png","cv2_single_182.png","Turning left","1","0","0","0","67","75","108","224"
"cv2_colour_183.png","cv2_single_183.png","Moving forward","0","1","0","0","108","60","156","249"
"cv2_colour_184.png","cv2_single_184.png","Moving forward","0","1","0","0","73","47","123","233"
"cv2_colour_185.png","cv2_single_185.png","Turning left","1","0","0","0","39","27","97","226"
"cv2_colour_186.png","cv2_single_186.png","Moving forward","0","1","0","0","92","14","154","244"
"cv2_colour_187.png","cv2_single_187.png","Moving forward","0","1","0","0","128","14","186","254"
"cv2_colour_188.png","cv2_single_188.png","Turning right","0","0","1","0","169","26","234","254"
"cv2_colour_189.png","cv2_single_189.png","Turning right","0","0","1","0","188","31","247","254"
"cv2_colour_190.png","cv2_single_190.png","Turning right","0","0","1","0","168","55","223","252"
"cv2_colour_191.png","cv2_single_191.png","Turning right","0","0","1","0","148","72","190","251"
"cv2_colour_192.png","cv2_single_192.png","Moving forward","0","1","0","0","137","83","174","236"
"cv2_colour_193.png","cv2_single_193.png","Moving forward","0","1","0","0","109","79","142","231"
"cv2_colour_194.png","cv2_single_194.png","Moving forward","0","1","0","0","77","67","122","226"
"cv2_colour_195.png","cv2_single_195.png","Moving forward","0","1","0","0","99","30","158","248"
"cv2_colour_196.png","cv2_single_196.png","Not moving","0","0","0","1","106","1","245","254"
"cv2_colour_197.png","cv2_single_197.png","Not moving","0","0","0","1","37","0","186","253"
"cv2_colour_198.png","cv2_single_198.png","Turning left","1","0","0","0","1","12","104","253"
"cv2_colour_199.png","cv2_single_199.png","Not moving","0","0","0","1","45","0","200","253"
"cv2_colour_200.png","cv2_single_200.png","Not moving","0","0","0","1","64","0","220","254"
"cv2_colour_201.png","cv2_single_201.png","Not moving","0","0","0","1","72","0","227","253"
"cv2_colour_202.png","cv2_single_202.png","Not moving","0","0","0","1","1","0","252","253"
"cv2_colour_203.png","cv2_single_203.png","Not moving","0","0","0","1","0","0","253","253"
"cv2_colour_204.png","cv2_single_204.png","Not moving","0","0","0","1","71","0","220","254"
"cv2_colour_209.png","cv2_single_209.png","Not moving","0","0","0","1","85","0","239","251"
"cv2_colour_206.png","cv2_single_206.png","Not moving","0","0","0","1","45","0","199","252"
"cv2_colour_207.png","cv2_single_207.png","Not moving","0","0","0","1","42","0","179","253"
"cv2_colour_208.png","cv2_single_208.png","Not moving","0","0","0","1","33","0","182","254"
"cv2_colour_209.png","cv2_single_209.png","Not moving","0","0","0","1","32","0","184","254"
"cv2_colour_210.png","cv2_single_210.png","Not moving","0","0","0","1","57","0","192","253"
"cv2_colour_211.png","cv2_single_211.png","Not moving","0","0","0","1","46","0","181","253"
"cv2_colour_212.png","cv2_single_212.png","Not moving","0","0","0","1","70","0","212","253"
"cv2_colour_213.png","cv2_single_213.png","Not moving","0","0","0","1","77","0","209","253"
"cv2_colour_216.png","cv2_single_216.png","Not moving","0","0","0","1","76","0","227","253"
"cv2_colour_216.png","cv2_single_216.png","Not moving","0","0","0","1","42","0","239","253"
"cv2_colour_216.png","cv2_single_216.png","Not moving","0","0","0","1","54","0","218","253"
"cv2_colour_217.png","cv2_single_217.png","Not moving","0","0","0","1","26","0","165","253"
"cv2_colour_218.png","cv2_single_218.png","Not moving","0","0","0","1","1","0","205","254"
"cv2_colour_219.png","cv2_single_219.png","Not moving","0","0","0","1","0","0","240","254"
"cv2_colour_222.png","cv2_single_222.png","Not moving","0","0","0","1","41","0","173","253"
"cv2_colour_221.png","cv2_single_221.png","Not moving","0","0","0","1","37","0","198","253"
"cv2_colour_222.png","cv2_single_222.png","Not moving","0","0","0","1","48","0","232","253"
"cv2_colour_223.png","cv2_single_223.png","Not moving","0","0","0","1","27","0","244","254"
"cv2_colour_224.png","cv2_single_224.png","Not moving","0","0","0","1","27","0","241","254"
"cv2_colour_225.png","cv2_single_225.png","Not moving","0","0","0","1","25","0","248","254"
"cv2_colour_226.png","cv2_single_226.png","Not moving","0","0","0","1","35","0","236","254"
"cv2_colour_227.png","cv2_single_227.png","Not moving","0","0","0","1","52","55","252","253"
"cv2_colour_228.png","cv2_single_228.png","Not moving","0","0","0","1","35","5","238","254"
"cv2_colour_230.png","cv2_single_230.png","Not moving","0","0","0","1","48","10","218","253"
"cv2_colour_230.png","cv2_single_230.png","Turning left","1","0","0","0","21","2","129","254"
"cv2_colour_231.png","cv2_single_231.png","Turning left","1","0","0","0","2","24","87","254"
"cv2_colour_232.png","cv2_single_232.png","Turning left","1","0","0","0","8","58","75","254"
"cv2_colour_233.png","cv2_single_233.png","Turning left","1","0","0","0","16","80","72","254"
"cv2_colour_234.png","cv2_single_234.png","Turning left","1","0","0","0","21","92","67","254"
"cv2_colour_235.png","cv2_single_235.png","Turning left","1","0","0","0","29","96","72","253"
"cv2_colour_236.png","cv2_single_236.png","Turning left","1","0","0","0","24","79","79","254"
"cv2_colour_237.png","cv2_single_237.png","Turning left","1","0","0","0","20","55","91","254"
"cv2_colour_238.png","cv2_single_238.png","Turning left","1","0","0","0","6","32","95","254"
"cv2_colour_239.png","cv2_single_239.png","Turning left","1","0","0","0","0","0","90","251"
"cv2_colour_240.png","cv2_single_240.png","Turning left","1","0","0","0","0","0","80","252"
"cv2_colour_241.png","cv2_single_241.png","Not moving","0","0","0","1","40","0","228","254"
"cv2_colour_242.png","cv2_single_242.png","Not moving","0","0","0","1","33","0","254","254"
"cv2_colour_243.png","cv2_single_243.png","Not moving","0","0","0","1","77","0","230","253"
"cv2_colour_244.png","cv2_single_244.png","Not moving","0","0","0","1","64","0","201","253"
"cv2_colour_245.png","cv2_single_245.png","Not moving","0","0","0","1","46","0","220","254"
"cv2_colour_246.png","cv2_single_246.png","Not moving","0","0","0","1","56","0","232","253"
"cv2_colour_249.png","cv2_single_249.png","Turning left","1","0","0","0","45","3","145","254"
"cv2_colour_248.png","cv2_single_248.png","Not moving","0","0","0","1","8","0","226","254"
"cv2_colour_249.png","cv2_single_249.png","Not moving","0","0","0","1","1","0","252","254"
"cv2_colour_250.png","cv2_single_250.png","Not moving","0","0","0","1","13","0","253","254"
"cv2_colour_251.png","cv2_single_251.png","Not moving","0","0","0","1","32","0","225","254"
"cv2_colour_252.png","cv2_single_252.png","Not moving","0","0","0","1","29","0","231","254"
"cv2_colour_253.png","cv2_single_253.png","Not moving","0","0","0","1","78","0","208","254"
"cv2_colour_254.png","cv2_single_254.png","Not moving","0","0","0","1","5","0","253","254"
"cv2_colour_255.png","cv2_single_255.png","Not moving","0","0","0","1","0","0","252","254"
"cv2_colour_258.png","cv2_single_258.png","Turning left","1","0","0","0","0","24","104","254"
"cv2_colour_257.png","cv2_single_257.png","Turning left","1","0","0","0","20","81","76","254"
"cv2_colour_258.png","cv2_single_258.png","Turning left","1","0","0","0","49","96","89","254"
"cv2_colour_260.png","cv2_single_260.png","Turning right","0","0","1","0","142","83","195","254"
"cv2_colour_263.png","cv2_single_263.png","Turning left","1","0","0","0","27","88","78","254"
"cv2_colour_261.png","cv2_single_261.png","Turning left","1","0","0","0","3","52","76","254"
