"colour_image_dir","box_image_dir","label_text","turn_left","move_forward","turn_right","stop","xmin","ymin","xmax","ymax"
"cv2_colour_18.png","cv2_single_18.png","Not moving","0","0","0","1","45","54","215","254"
"cv2_colour_19.png","cv2_single_19.png","Moving forward","0","1","0","0","39","59","195","254"
"cv2_colour_20.png","cv2_single_20.png","Moving forward","0","1","0","0","37","61","184","254"
"cv2_colour_21.png","cv2_single_21.png","Moving forward","0","1","0","0","39","67","178","254"
"cv2_colour_22.png","cv2_single_22.png","Moving forward","0","1","0","0","52","76","174","254"
"cv2_colour_23.png","cv2_single_23.png","Moving forward","0","1","0","0","58","84","173","254"
"cv2_colour_24.png","cv2_single_24.png","Moving forward","0","1","0","0","66","93","170","254"
"cv2_colour_25.png","cv2_single_25.png","Moving forward","0","1","0","0","68","99","167","254"
"cv2_colour_26.png","cv2_single_26.png","Moving forward","0","1","0","0","69","100","162","254"
"cv2_colour_27.png","cv2_single_27.png","Moving forward","0","1","0","0","71","99","159","254"
"cv2_colour_28.png","cv2_single_28.png","Moving forward","0","1","0","0","75","100","161","254"
"cv2_colour_29.png","cv2_single_29.png","Moving forward","0","1","0","0","79","100","162","254"
"cv2_colour_30.png","cv2_single_30.png","Moving forward","0","1","0","0","77","105","163","254"
"cv2_colour_31.png","cv2_single_31.png","Moving forward","0","1","0","0","72","101","161","254"
"cv2_colour_32.png","cv2_single_32.png","Moving forward","0","1","0","0","61","98","160","254"
"cv2_colour_33.png","cv2_single_33.png","Moving forward","0","1","0","0","50","87","159","254"
"cv2_colour_34.png","cv2_single_34.png","Moving forward","0","1","0","0","33","74","160","253"
"cv2_colour_35.png","cv2_single_35.png","Turning left","1","0","0","0","21","56","165","254"
"cv2_colour_36.png","cv2_single_36.png","Not moving","0","0","0","1","13","35","171","254"
"cv2_colour_37.png","cv2_single_37.png","Not moving","0","0","0","1","8","22","171","254"
"cv2_colour_38.png","cv2_single_38.png","Not moving","0","0","0","1","4","13","171","254"
"cv2_colour_39.png","cv2_single_39.png","Not moving","0","0","0","1","2","7","170","254"
"cv2_colour_40.png","cv2_single_40.png","Not moving","0","0","0","1","1","4","174","254"
"cv2_colour_41.png","cv2_single_41.png","Not moving","0","0","0","1","0","2","174","254"
"cv2_colour_42.png","cv2_single_42.png","Not moving","0","0","0","1","0","0","173","254"
"cv2_colour_43.png","cv2_single_43.png","Not moving","0","0","0","1","0","1","177","254"
"cv2_colour_44.png","cv2_single_44.png","Not moving","0","0","0","1","0","1","178","254"
"cv2_colour_45.png","cv2_single_45.png","Not moving","0","0","0","1","0","0","178","254"
"cv2_colour_46.png","cv2_single_46.png","Not moving","0","0","0","1","1","0","182","254"
"cv2_colour_47.png","cv2_single_47.png","Not moving","0","0","0","1","13","0","183","254"
"cv2_colour_48.png","cv2_single_48.png","Not moving","0","0","0","1","27","4","186","254"
"cv2_colour_49.png","cv2_single_49.png","Not moving","0","0","0","1","33","14","178","254"
"cv2_colour_50.png","cv2_single_50.png","Moving forward","0","1","0","0","37","28","166","254"
"cv2_colour_51.png","cv2_single_51.png","Moving forward","0","1","0","0","41","35","163","254"
"cv2_colour_52.png","cv2_single_52.png","Moving forward","0","1","0","0","48","43","162","254"
"cv2_colour_53.png","cv2_single_53.png","Moving forward","0","1","0","0","60","51","165","254"
"cv2_colour_54.png","cv2_single_54.png","Moving forward","0","1","0","0","66","57","163","254"
"cv2_colour_55.png","cv2_single_55.png","Moving forward","0","1","0","0","66","65","154","254"
"cv2_colour_56.png","cv2_single_56.png","Moving forward","0","1","0","0","66","69","147","254"
"cv2_colour_57.png","cv2_single_57.png","Moving forward","0","1","0","0","71","74","149","254"
"cv2_colour_58.png","cv2_single_58.png","Moving forward","0","1","0","0","78","76","152","254"
"cv2_colour_59.png","cv2_single_59.png","Moving forward","0","1","0","0","78","77","150","254"
"cv2_colour_60.png","cv2_single_60.png","Moving forward","0","1","0","0","73","76","144","254"
"cv2_colour_61.png","cv2_single_61.png","Moving forward","0","1","0","0","74","80","142","254"
"cv2_colour_62.png","cv2_single_62.png","Moving forward","0","1","0","0","77","86","144","254"
"cv2_colour_63.png","cv2_single_63.png","Moving forward","0","1","0","0","77","85","149","254"
"cv2_colour_64.png","cv2_single_64.png","Moving forward","0","1","0","0","76","87","148","254"
"cv2_colour_65.png","cv2_single_65.png","Moving forward","0","1","0","0","76","87","148","254"
"cv2_colour_66.png","cv2_single_66.png","Moving forward","0","1","0","0","76","87","151","254"
"cv2_colour_67.png","cv2_single_67.png","Moving forward","0","1","0","0","76","89","153","254"
"cv2_colour_68.png","cv2_single_68.png","Moving forward","0","1","0","0","77","90","158","254"
"cv2_colour_69.png","cv2_single_69.png","Moving forward","0","1","0","0","79","82","162","254"
"cv2_colour_70.png","cv2_single_70.png","Moving forward","0","1","0","0","78","80","162","254"
"cv2_colour_71.png","cv2_single_71.png","Moving forward","0","1","0","0","78","85","158","254"
"cv2_colour_72.png","cv2_single_72.png","Moving forward","0","1","0","0","78","81","152","254"
"cv2_colour_73.png","cv2_single_73.png","Moving forward","0","1","0","0","79","82","149","254"
"cv2_colour_74.png","cv2_single_74.png","Moving forward","0","1","0","0","80","84","148","254"
"cv2_colour_75.png","cv2_single_75.png","Moving forward","0","1","0","0","77","82","145","254"
"cv2_colour_76.png","cv2_single_76.png","Moving forward","0","1","0","0","66","88","139","254"
"cv2_colour_77.png","cv2_single_77.png","Moving forward","0","1","0","0","60","84","136","254"
"cv2_colour_78.png","cv2_single_78.png","Moving forward","0","1","0","0","61","88","144","254"
"cv2_colour_79.png","cv2_single_79.png","Moving forward","0","1","0","0","71","93","147","254"
"cv2_colour_80.png","cv2_single_80.png","Moving forward","0","1","0","0","77","92","154","254"
"cv2_colour_81.png","cv2_single_81.png","Moving forward","0","1","0","0","79","97","160","254"
"cv2_colour_82.png","cv2_single_82.png","Moving forward","0","1","0","0","86","94","164","254"
"cv2_colour_83.png","cv2_single_83.png","Moving forward","0","1","0","0","90","98","168","254"
"cv2_colour_84.png","cv2_single_84.png","Moving forward","0","1","0","0","95","101","173","254"
"cv2_colour_85.png","cv2_single_85.png","Moving forward","0","1","0","0","99","97","173","254"
"cv2_colour_86.png","cv2_single_86.png","Moving forward","0","1","0","0","102","92","170","253"
"cv2_colour_87.png","cv2_single_87.png","Moving forward","0","1","0","0","103","95","165","254"
"cv2_colour_88.png","cv2_single_88.png","Moving forward","0","1","0","0","97","91","167","254"
"cv2_colour_89.png","cv2_single_89.png","Moving forward","0","1","0","0","94","93","168","253"
"cv2_colour_90.png","cv2_single_90.png","Moving forward","0","1","0","0","87","95","164","254"
"cv2_colour_91.png","cv2_single_91.png","Moving forward","0","1","0","0","80","91","162","254"
"cv2_colour_92.png","cv2_single_92.png","Moving forward","0","1","0","0","78","89","163","254"
"cv2_colour_93.png","cv2_single_93.png","Moving forward","0","1","0","0","81","88","167","254"
"cv2_colour_94.png","cv2_single_94.png","Moving forward","0","1","0","0","79","89","163","254"
"cv2_colour_95.png","cv2_single_95.png","Moving forward","0","1","0","0","76","93","160","254"
"cv2_colour_96.png","cv2_single_96.png","Moving forward","0","1","0","0","69","89","155","254"
"cv2_colour_97.png","cv2_single_97.png","Moving forward","0","1","0","0","67","90","156","254"
"cv2_colour_98.png","cv2_single_98.png","Moving forward","0","1","0","0","74","92","162","254"
"cv2_colour_99.png","cv2_single_99.png","Moving forward","0","1","0","0","78","93","165","254"
"cv2_colour_100.png","cv2_single_100.png","Moving forward","0","1","0","0","87","98","172","254"
"cv2_colour_101.png","cv2_single_101.png","Moving forward","0","1","0","0","99","93","182","254"
"cv2_colour_102.png","cv2_single_102.png","Moving forward","0","1","0","0","121","89","196","254"
"cv2_colour_103.png","cv2_single_103.png","Turning right","0","0","1","0","138","89","209","254"
"cv2_colour_104.png","cv2_single_104.png","Turning right","0","0","1","0","167","86","227","254"
"cv2_colour_105.png","cv2_single_105.png","Turning right","0","0","1","0","165","87","226","253"
"cv2_colour_106.png","cv2_single_106.png","Moving forward","0","1","0","0","104","86","159","254"
"cv2_colour_107.png","cv2_single_107.png","Moving forward","0","1","0","0","88","87","163","253"
"cv2_colour_108.png","cv2_single_108.png","Moving forward","0","1","0","0","87","88","163","253"
"cv2_colour_109.png","cv2_single_109.png","Turning right","0","0","1","0","131","82","203","253"
"cv2_colour_110.png","cv2_single_110.png","Turning right","0","0","1","0","146","78","217","253"
"cv2_colour_111.png","cv2_single_111.png","Turning right","0","0","1","0","137","82","218","253"
"cv2_colour_112.png","cv2_single_112.png","Turning right","0","0","1","0","133","84","222","253"
"cv2_colour_113.png","cv2_single_113.png","Turning right","0","0","1","0","138","84","231","253"
"cv2_colour_114.png","cv2_single_114.png","Turning right","0","0","1","0","136","82","239","253"
"cv2_colour_115.png","cv2_single_115.png","Turning right","0","0","1","0","136","79","245","253"
"cv2_colour_116.png","cv2_single_116.png","Turning right","0","0","1","0","145","77","248","253"
"cv2_colour_117.png","cv2_single_117.png","Turning right","0","0","1","0","169","74","250","254"
"cv2_colour_118.png","cv2_single_118.png","Turning right","0","0","1","0","177","77","250","253"
"cv2_colour_119.png","cv2_single_119.png","Turning right","0","0","1","0","171","86","250","253"
"cv2_colour_120.png","cv2_single_120.png","Turning right","0","0","1","0","150","87","234","253"
"cv2_colour_121.png","cv2_single_121.png","Turning right","0","0","1","0","135","89","220","253"
"cv2_colour_122.png","cv2_single_122.png","Turning right","0","0","1","0","135","90","210","254"
"cv2_colour_123.png","cv2_single_123.png","Turning right","0","0","1","0","147","90","219","253"
"cv2_colour_124.png","cv2_single_124.png","Turning right","0","0","1","0","163","91","230","254"
"cv2_colour_125.png","cv2_single_125.png","Turning right","0","0","1","0","169","90","234","253"
"cv2_colour_126.png","cv2_single_126.png","Turning right","0","0","1","0","170","92","230","253"
"cv2_colour_127.png","cv2_single_127.png","Turning right","0","0","1","0","163","94","221","253"
"cv2_colour_128.png","cv2_single_128.png","Turning right","0","0","1","0","153","96","208","253"
"cv2_colour_129.png","cv2_single_129.png","Turning right","0","0","1","0","137","96","191","253"
"cv2_colour_130.png","cv2_single_130.png","Moving forward","0","1","0","0","120","98","178","253"
"cv2_colour_131.png","cv2_single_131.png","Moving forward","0","1","0","0","107","98","167","253"
"cv2_colour_132.png","cv2_single_132.png","Moving forward","0","1","0","0","104","98","163","253"
"cv2_colour_133.png","cv2_single_133.png","Moving forward","0","1","0","0","101","98","160","253"
"cv2_colour_134.png","cv2_single_134.png","Moving forward","0","1","0","0","100","97","158","254"
"cv2_colour_135.png","cv2_single_135.png","Moving forward","0","1","0","0","97","97","154","253"
"cv2_colour_136.png","cv2_single_136.png","Moving forward","0","1","0","0","95","94","152","253"
"cv2_colour_137.png","cv2_single_137.png","Moving forward","0","1","0","0","101","97","162","253"
"cv2_colour_138.png","cv2_single_138.png","Moving forward","0","1","0","0","105","100","172","254"
"cv2_colour_139.png","cv2_single_139.png","Moving forward","0","1","0","0","108","98","175","253"
"cv2_colour_140.png","cv2_single_140.png","Moving forward","0","1","0","0","105","100","173","254"
"cv2_colour_141.png","cv2_single_141.png","Moving forward","0","1","0","0","100","101","168","254"
"cv2_colour_142.png","cv2_single_142.png","Moving forward","0","1","0","0","100","97","172","254"
"cv2_colour_143.png","cv2_single_143.png","Moving forward","0","1","0","0","102","97","175","254"
"cv2_colour_144.png","cv2_single_144.png","Moving forward","0","1","0","0","116","101","190","254"
"cv2_colour_145.png","cv2_single_145.png","Turning right","0","0","1","0","127","99","202","254"
"cv2_colour_146.png","cv2_single_146.png","Turning right","0","0","1","0","132","94","211","254"
"cv2_colour_147.png","cv2_single_147.png","Turning right","0","0","1","0","131","88","212","254"
"cv2_colour_148.png","cv2_single_148.png","Turning right","0","0","1","0","123","82","205","254"
"cv2_colour_149.png","cv2_single_149.png","Turning right","0","0","1","0","120","83","203","254"
"cv2_colour_150.png","cv2_single_150.png","Turning right","0","0","1","0","118","84","206","254"
"cv2_colour_151.png","cv2_single_151.png","Moving forward","0","1","0","0","114","76","205","254"
"cv2_colour_152.png","cv2_single_152.png","Moving forward","0","1","0","0","106","74","198","254"
"cv2_colour_153.png","cv2_single_153.png","Moving forward","0","1","0","0","89","74","182","254"
"cv2_colour_154.png","cv2_single_154.png","Moving forward","0","1","0","0","70","67","167","254"
"cv2_colour_155.png","cv2_single_155.png","Moving forward","0","1","0","0","59","65","159","254"
"cv2_colour_156.png","cv2_single_156.png","Moving forward","0","1","0","0","59","65","161","254"
"cv2_colour_157.png","cv2_single_157.png","Moving forward","0","1","0","0","55","55","158","254"
"cv2_colour_158.png","cv2_single_158.png","Moving forward","0","1","0","0","48","53","156","254"
"cv2_colour_159.png","cv2_single_159.png","Moving forward","0","1","0","0","40","55","154","254"
"cv2_colour_160.png","cv2_single_160.png","Moving forward","0","1","0","0","42","55","160","254"
"cv2_colour_161.png","cv2_single_161.png","Moving forward","0","1","0","0","47","50","172","253"
"cv2_colour_162.png","cv2_single_162.png","Moving forward","0","1","0","0","47","43","181","253"
"cv2_colour_163.png","cv2_single_163.png","Moving forward","0","1","0","0","43","33","183","253"
"cv2_colour_164.png","cv2_single_164.png","Not moving","0","0","0","1","32","23","183","253"
"cv2_colour_165.png","cv2_single_165.png","Not moving","0","0","0","1","29","15","192","253"
"cv2_colour_166.png","cv2_single_166.png","Not moving","0","0","0","1","29","9","206","254"
"cv2_colour_167.png","cv2_single_167.png","Not moving","0","0","0","1","28","5","214","254"
"cv2_colour_168.png","cv2_single_168.png","Not moving","0","0","0","1","27","2","217","254"
"cv2_colour_169.png","cv2_single_169.png","Not moving","0","0","0","1","27","1","220","254"
"cv2_colour_170.png","cv2_single_170.png","Not moving","0","0","0","1","27","0","225","254"
"cv2_colour_171.png","cv2_single_171.png","Not moving","0","0","0","1","31","0","227","254"
"cv2_colour_172.png","cv2_single_172.png","Not moving","0","0","0","1","35","0","230","254"
"cv2_colour_173.png","cv2_single_173.png","Not moving","0","0","0","1","37","0","232","254"
"cv2_colour_174.png","cv2_single_174.png","Not moving","0","0","0","1","31","0","236","254"
"cv2_colour_175.png","cv2_single_175.png","Not moving","0","0","0","1","45","0","238","254"
"cv2_colour_176.png","cv2_single_176.png","Not moving","0","0","0","1","47","0","240","254"
"cv2_colour_177.png","cv2_single_177.png","Not moving","0","0","0","1","35","0","246","254"
"cv2_colour_178.png","cv2_single_178.png","Not moving","0","0","0","1","27","0","249","254"
"cv2_colour_179.png","cv2_single_179.png","Not moving","0","0","0","1","15","0","247","254"
"cv2_colour_180.png","cv2_single_180.png","Not moving","0","0","0","1","12","0","243","254"
"cv2_colour_181.png","cv2_single_181.png","Not moving","0","0","0","1","10","0","232","254"
"cv2_colour_182.png","cv2_single_182.png","Not moving","0","0","0","1","6","1","212","254"
"cv2_colour_183.png","cv2_single_183.png","Not moving","0","0","0","1","3","1","190","254"
"cv2_colour_184.png","cv2_single_184.png","Not moving","0","0","0","1","2","1","174","254"
"cv2_colour_185.png","cv2_single_185.png","Not moving","0","0","0","1","1","1","158","254"
"cv2_colour_186.png","cv2_single_186.png","Not moving","0","0","0","1","0","2","137","254"
"cv2_colour_187.png","cv2_single_187.png","Turning left","1","0","0","0","0","2","119","254"
"cv2_colour_188.png","cv2_single_188.png","Turning left","1","0","0","0","0","10","118","254"
"cv2_colour_189.png","cv2_single_189.png","Turning left","1","0","0","0","0","14","119","253"
"cv2_colour_190.png","cv2_single_190.png","Turning left","1","0","0","0","0","17","132","253"
"cv2_colour_191.png","cv2_single_191.png","Turning left","1","0","0","0","13","20","154","252"
"cv2_colour_192.png","cv2_single_192.png","Turning left","1","0","0","0","24","26","165","252"
"cv2_colour_193.png","cv2_single_193.png","Moving forward","0","1","0","0","45","38","183","253"
"cv2_colour_194.png","cv2_single_194.png","Moving forward","0","1","0","0","63","46","204","253"
"cv2_colour_195.png","cv2_single_195.png","Moving forward","0","1","0","0","85","45","222","253"
"cv2_colour_196.png","cv2_single_196.png","Turning right","0","0","1","0","112","41","235","254"
"cv2_colour_197.png","cv2_single_197.png","Turning right","0","0","1","0","127","46","240","253"
"cv2_colour_198.png","cv2_single_198.png","Turning right","0","0","1","0","126","54","235","254"
"cv2_colour_199.png","cv2_single_199.png","Turning right","0","0","1","0","115","62","224","253"
"cv2_colour_200.png","cv2_single_200.png","Moving forward","0","1","0","0","110","62","211","254"
"cv2_colour_201.png","cv2_single_201.png","Moving forward","0","1","0","0","96","66","195","254"
"cv2_colour_202.png","cv2_single_202.png","Moving forward","0","1","0","0","72","71","188","253"
"cv2_colour_203.png","cv2_single_203.png","Moving forward","0","1","0","0","64","72","173","253"
"cv2_colour_204.png","cv2_single_204.png","Moving forward","0","1","0","0","54","73","167","253"
"cv2_colour_205.png","cv2_single_205.png","Moving forward","0","1","0","0","44","72","162","253"
"cv2_colour_206.png","cv2_single_206.png","Moving forward","0","1","0","0","42","72","154","253"
"cv2_colour_207.png","cv2_single_207.png","Moving forward","0","1","0","0","45","70","151","253"
"cv2_colour_208.png","cv2_single_208.png","Moving forward","0","1","0","0","48","69","154","254"
"cv2_colour_209.png","cv2_single_209.png","Moving forward","0","1","0","0","46","68","152","253"
"cv2_colour_210.png","cv2_single_210.png","Moving forward","0","1","0","0","48","67","166","253"
"cv2_colour_211.png","cv2_single_211.png","Moving forward","0","1","0","0","49","67","163","253"
"cv2_colour_212.png","cv2_single_212.png","Moving forward","0","1","0","0","51","68","163","253"
"cv2_colour_213.png","cv2_single_213.png","Moving forward","0","1","0","0","47","70","161","253"
"cv2_colour_214.png","cv2_single_214.png","Moving forward","0","1","0","0","47","73","159","253"
"cv2_colour_215.png","cv2_single_215.png","Moving forward","0","1","0","0","48","74","159","253"
"cv2_colour_216.png","cv2_single_216.png","Moving forward","0","1","0","0","46","71","156","253"
"cv2_colour_217.png","cv2_single_217.png","Moving forward","0","1","0","0","51","71","156","253"
"cv2_colour_218.png","cv2_single_218.png","Moving forward","0","1","0","0","53","72","160","253"
"cv2_colour_219.png","cv2_single_219.png","Moving forward","0","1","0","0","50","75","176","253"
"cv2_colour_220.png","cv2_single_220.png","Moving forward","0","1","0","0","54","76","171","253"
"cv2_colour_221.png","cv2_single_221.png","Moving forward","0","1","0","0","62","76","169","253"
"cv2_colour_222.png","cv2_single_222.png","Moving forward","0","1","0","0","71","77","170","254"
"cv2_colour_223.png","cv2_single_223.png","Moving forward","0","1","0","0","81","79","166","254"
"cv2_colour_224.png","cv2_single_224.png","Moving forward","0","1","0","0","89","81","162","254"
"cv2_colour_225.png","cv2_single_225.png","Moving forward","0","1","0","0","93","83","161","254"
"cv2_colour_226.png","cv2_single_226.png","Moving forward","0","1","0","0","96","84","166","254"
"cv2_colour_227.png","cv2_single_227.png","Moving forward","0","1","0","0","98","82","165","254"
"cv2_colour_228.png","cv2_single_228.png","Moving forward","0","1","0","0","100","84","165","254"
"cv2_colour_229.png","cv2_single_229.png","Moving forward","0","1","0","0","97","85","165","254"
"cv2_colour_230.png","cv2_single_230.png","Moving forward","0","1","0","0","99","82","165","254"
"cv2_colour_231.png","cv2_single_231.png","Moving forward","0","1","0","0","95","87","162","254"
"cv2_colour_232.png","cv2_single_232.png","Moving forward","0","1","0","0","94","83","159","253"
"cv2_colour_233.png","cv2_single_233.png","Moving forward","0","1","0","0","90","84","158","254"
"cv2_colour_234.png","cv2_single_234.png","Moving forward","0","1","0","0","80","82","148","254"
"cv2_colour_235.png","cv2_single_235.png","Moving forward","0","1","0","0","72","83","141","254"
"cv2_colour_236.png","cv2_single_236.png","Turning left","1","0","0","0","58","87","130","254"
"cv2_colour_237.png","cv2_single_237.png","Turning left","1","0","0","0","43","88","120","254"
"cv2_colour_238.png","cv2_single_238.png","Turning left","1","0","0","0","27","85","108","254"
"cv2_colour_239.png","cv2_single_239.png","Turning left","1","0","0","0","16","86","84","254"
"cv2_colour_240.png","cv2_single_240.png","Turning left","1","0","0","0","9","81","72","254"
"cv2_colour_241.png","cv2_single_241.png","Turning left","1","0","0","0","5","80","72","254"
"cv2_colour_242.png","cv2_single_242.png","Turning left","1","0","0","0","9","85","82","254"
"cv2_colour_243.png","cv2_single_243.png","Turning left","1","0","0","0","13","85","87","254"
"cv2_colour_244.png","cv2_single_244.png","Turning left","1","0","0","0","22","85","96","254"
"cv2_colour_245.png","cv2_single_245.png","Turning left","1","0","0","0","35","83","110","254"
"cv2_colour_246.png","cv2_single_246.png","Turning left","1","0","0","0","51","85","124","253"
"cv2_colour_247.png","cv2_single_247.png","Moving forward","0","1","0","0","63","87","132","253"
"cv2_colour_248.png","cv2_single_248.png","Moving forward","0","1","0","0","71","88","139","253"
"cv2_colour_249.png","cv2_single_249.png","Moving forward","0","1","0","0","78","92","144","253"
"cv2_colour_250.png","cv2_single_250.png","Moving forward","0","1","0","0","91","95","156","253"
"cv2_colour_251.png","cv2_single_251.png","Moving forward","0","1","0","0","102","97","167","253"
"cv2_colour_252.png","cv2_single_252.png","Moving forward","0","1","0","0","112","98","175","253"
"cv2_colour_253.png","cv2_single_253.png","Moving forward","0","1","0","0","118","98","181","253"
"cv2_colour_254.png","cv2_single_254.png","Moving forward","0","1","0","0","123","98","186","253"
"cv2_colour_255.png","cv2_single_255.png","Moving forward","0","1","0","0","126","98","189","253"
"cv2_colour_256.png","cv2_single_256.png","Moving forward","0","1","0","0","128","98","191","253"
"cv2_colour_257.png","cv2_single_257.png","Turning right","0","0","1","0","130","98","193","253"
"cv2_colour_258.png","cv2_single_258.png","Turning right","0","0","1","0","131","99","192","253"
"cv2_colour_259.png","cv2_single_259.png","Turning right","0","0","1","0","131","100","191","253"
"cv2_colour_260.png","cv2_single_260.png","Moving forward","0","1","0","0","130","100","189","253"
"cv2_colour_261.png","cv2_single_261.png","Turning right","0","0","1","0","131","98","191","253"
"cv2_colour_262.png","cv2_single_262.png","Turning right","0","0","1","0","134","97","195","253"
"cv2_colour_263.png","cv2_single_263.png","Turning right","0","0","1","0","134","90","201","254"
"cv2_colour_264.png","cv2_single_264.png","Turning right","0","0","1","0","133","90","207","253"
"cv2_colour_265.png","cv2_single_265.png","Turning right","0","0","1","0","124","95","214","253"
"cv2_colour_266.png","cv2_single_266.png","Turning right","0","0","1","0","121","90","215","253"
"cv2_colour_267.png","cv2_single_267.png","Turning right","0","0","1","0","117","89","216","253"
"cv2_colour_268.png","cv2_single_268.png","Turning right","0","0","1","0","120","88","222","253"
"cv2_colour_269.png","cv2_single_269.png","Turning right","0","0","1","0","137","81","233","253"
"cv2_colour_270.png","cv2_single_270.png","Turning right","0","0","1","0","160","78","240","254"
"cv2_colour_271.png","cv2_single_271.png","Turning right","0","0","1","0","175","93","245","254"
"cv2_colour_272.png","cv2_single_272.png","Turning right","0","0","1","0","189","104","249","253"
"cv2_colour_273.png","cv2_single_273.png","Turning right","0","0","1","0","182","81","249","253"
"cv2_colour_274.png","cv2_single_274.png","Turning right","0","0","1","0","158","79","247","254"
"cv2_colour_275.png","cv2_single_275.png","Turning right","0","0","1","0","132","75","229","253"
"cv2_colour_276.png","cv2_single_276.png","Moving forward","0","1","0","0","105","72","207","253"
"cv2_colour_277.png","cv2_single_277.png","Moving forward","0","1","0","0","86","70","191","253"
"cv2_colour_278.png","cv2_single_278.png","Moving forward","0","1","0","0","72","69","181","253"
"cv2_colour_279.png","cv2_single_279.png","Moving forward","0","1","0","0","58","64","168","253"
"cv2_colour_280.png","cv2_single_280.png","Moving forward","0","1","0","0","45","66","155","253"
"cv2_colour_281.png","cv2_single_281.png","Turning left","1","0","0","0","37","65","147","253"
